line_num, word, mean, line_num2, word2, sent, sent_mean,
901,attend,"참석하다, 출석하다",901,attend,Will you attend the meeting tomorrow?,내일 회의에 참석하시겠습니까?,
902,encourage,"장려하다, 복돋아주다",902,encourage,Parents should encourage their children to pursue their dreams.,부모님은 자녀들에게 꿈을 추구하도록 격려해야 합니다.,
903,leave,"휴가, 떠나다, 남기다",903,leave,I have to leave early to catch my flight.,비행기를 타기 위해 일찍 떠나야 합니다.,
904,recommendation,"추천사항, 추천",904,recommendation,The committee will review your application and make a recommendation.,위원회가 당신의 지원서를 검토하고 추천서를 작성할 것입니다.,
905,conference,"회의, 회담",905,conference,The annual conference attracts thousands of attendees.,매년 개최되는 회의는 수천 명의 참가자를 끌어모읍니다.,
906,schedule,~을 예정하다,906,schedule,Let's schedule a meeting for next Tuesday.,다음 화요일에 회의 일정을 잡읍시다.,
907,include,포함하다,907,include,The package includes airfare and hotel accommodations.,이 패키지에는 항공료와 호텔 숙박이 포함되어 있습니다.,
908,result,"결과,(~의 결과로)되다",908,result,The investigation resulted in several arrests.,수사 결과 몇 명이 체포되었습니다.,
909,register,등록하다,909,register,Please register your name and email address on the form.,양식에 이름과 이메일 주소를 등록해 주세요.,
910,require,요구하다,910,require,This job position requires a minimum of three years of experience.,이 직책은 최소 세 년의 경험이 필요합니다.,
911,grateful,"고마워하는, 감사하는",911,grateful,I am grateful for your assistance.,당신의 도움에 감사합니다.,
912,overtime,"초과근무, 야근",912,overtime,The employees are entitled to overtime pay for working extra hours.,직원들은 추가 근무 시간에 대한 초과 수당을 받을 자격이 있습니다.,
913,responsibility,"부담, 책임, 의무",913,responsibility,With power comes responsibility.,권력에는 책임이 따릅니다.,
914,assent,"찬성하다, 승인, 동의
(approval 승인)
(approve 찬성하다)
(prove 증명하다)",914,assent,The committee gave their assent to the proposed changes.,위원회는 변경안에 대해 찬성을 표명했습니다.,
915,regard,"~을 -으로 간주하다, 여기다,
관심,배려",915,regard,The company holds its employees in high regard.,회사는 직원들을 높이 평가합니다.,
916,tentative,"임시적인, 잠정적인",916,tentative,"We made a tentative agreement, pending further discussion.",추가 토의를 거쳐 잠정적인 합의를 했습니다.,
917,welcome,"반가운, 기꺼이 받아들여지는",917,welcome,Guests were welcomed with warm hospitality.,손님들이 따뜻한 환대로 맞이되었습니다.,
918,function,"행사, 연회",918,function,The function will take place in the main hall.,행사는 본관에서 열릴 것입니다.,
919,commence,시작되다,919,commence,The project will commence next month.,프로젝트는 다음 달에 시작될 것입니다.,
920,objective,"목표, 목적",920,objective,We need to define our objectives before starting the project.,프로젝트를 시작하기 전에 목표를 정의해야 합니다.,
921,excited,"신이 난, 들뜬",921,excited,I'm excited about the opportunity to work on this project.,이 프로젝트에 참여할 기회에 흥분합니다.,
922,reimbursement,"상환, 변제, 배상",922,reimbursement,Employees are eligible for travel reimbursement.,직원들은 출장 비용 환급 대상입니다.,
923,treatment,"대우, 처우",923,treatment,The patient received excellent medical treatment.,환자는 훌륭한 의료 치료를 받았습니다.,
924,honor,"존경, 명예",924,honor,It's an honor to receive this award.,이 상을 받게 되어 영광입니다.,
925,emphasize,강조하다,925,emphasize,The teacher emphasized the importance of good manners.,선생님은 예의 바른 태도의 중요성을 강조했습니다.,
926,entry,"(경기 등의)참가자, 출품물",926,entry,Contestants must submit their entry forms by the deadline.,참가자들은 마감일까지 등록 양식을 제출해야 합니다.,
927,bonus,"상여금, 보너스",927,bonus,Employees will receive a bonus based on their performance.,직원들은 성과에 따라 보너스를 받게 될 것입니다.,
928,salary,급여,928,salary,The company offers competitive salaries to its employees.,회사는 직원들에게 경쟁력 있는 급여를 제공합니다.,
929,earn,"(금전 등을)벌다; (평판을)받다, 얻다",929,earn,He worked hard to earn his college degree.,그는 대학 학위를 얻기 위해 열심히 노력했습니다.,
930,arise,"(문제 등이)발생하다, 일어나다 = occur",930,arise,Unexpected issues may arise during the project.,예기치 않은 문제가 프로젝트 중에 발생할 수 있습니다.,
931,labor,노동,931,labor,The construction project required a lot of manual labor.,건설 프로젝트에는 많은 노동력이 필요했습니다.,
932,union,노동조합,932,union,The union negotiated better working conditions for its members.,노동 조합은 회원들을 위해 더 나은 근로 조건을 협상했습니다.,
933,existing,"기존의, 현행의",933,existing,The company plans to improve its existing products.,회사는 기존 제품을 개선할 계획입니다.,
934,exploit,"착취하다, 부당하게 이용하다
(exploitation 개발,개척,약탈,착취)",934,exploit,The company was accused of exploiting its workers.,그 회사는 노동자들을 착취한 혐의로 비난을 받았습니다.,
935,appoint,"임명하다, 지명하다",935,appoint,The board will appoint a new CEO next month.,이사회는 다음 달에 새 CEO를 임명할 것입니다.,
936,appraisal,평가,936,appraisal,Employees receive an annual performance appraisal.,직원들은 매년 성과 평가를 받습니다.,
937,promote,승진시키다; 촉진하다,937,promote,The company promotes a culture of innovation.,회사는 혁신을 장려하는 기업 문화를 촉진합니다.,
938,skilled,"숙련된, 노련한",938,skilled,The job requires skilled workers.,이 직업은 숙련된 노동자가 필요합니다.,
939,radically,"완전히, 철저히, 근본적으로
(radical 근본적인, 과격한)",939,radically,The company needs to change its approach radically.,그 회사는 접근 방식을 근본적으로 변경해야 합니다.,
940,exceptional,"뛰어난, 예외적인
(exception 예외, 이의, 반대)",940,exceptional,Her performance at work has been exceptional.,그녀의 직장에서의 성과는 뛰어났습니다.,
941,appreciation,감사,941,appreciation,The employees showed their appreciation for the bonus.,직원들은 보너스에 대한 감사를 표현했습니다.,
942,evaluate,평가하다,942,evaluate,We need to evaluate the results of the experiment.,실험 결과를 평가해야 합니다.,
943,suggest,"제안하다, 추천하다",943,suggest,Can you suggest a good restaurant in the area?,이 지역에서 좋은 식당을 추천해 주실 수 있나요?,
944,preference,선호,944,preference,Please let us know your preference for the meeting time.,회의 시간에 대한 선호도를 알려주세요.,
945,management,"경영진, 경영",945,management,Effective management is crucial for the success of any organization.,효율적인 경영은 모든 조직의 성공에 중요합니다.,
946,predict,예측하다,946,predict,It's difficult to predict the outcome of the election.,선거 결과를 예측하기는 어렵습니다.,
947,transfer,보내다; 전근시키다,947,transfer,She requested a transfer to the company's overseas office.,그녀는 회사 해외 지사로의 이동을 요청했습니다.,
948,award,"상
(reward 보상하다, 포상,보상)",948,award,She received an award for her outstanding contribution.,그녀는 뛰어난 공헌에 대한 상을 받았습니다.,
949,mandatory,의무적인,949,mandatory,Wearing a seatbelt is mandatory while driving.,운전 중에는 안전벨트 착용이 의무입니다.,
950,competent,"유능한, 능숙한
(competence 능력)",950,competent,The candidate demonstrated that he was competent for the job.,지원자는 그 직무를 수행할 능력이 있다는 것을 입증했습니다.,
951,performance,"실적,성과; 공연,연주, 연기",951,performance,The athlete's performance exceeded everyone's expectations.,그 선수의 성적은 모두의 기대를 뛰어넘었습니다.,
952,reward,"~에 보답하다, 보상하다, 포상,보상
(award 상)",952,reward,Hard work should be rewarded.,열심히 일한 것은 보상받아야 합니다.,
953,search,"찾기, 수색, 조사",953,search,They conducted a thorough search of the area.,그들은 지역을 철저히 수색했습니다.,
954,inexperienced,"경험없는, 미숙한",954,inexperienced,He is still inexperienced in handling difficult situations.,그는 여전히 어려운 상황을 다루는 데 미숙합니다.,
955,early,"시간상 이른, 조기의",955,early,It's never too early to start planning for retirement.,퇴직을 위한 계획을 세우기에는 너무 일찍이라는 것은 없습니다.,
956,designate,"지명하다, 지정하다",956,designate,The area has been designated as a protected wildlife sanctuary.,그 지역은 보호받는 야생동물 서식지로 지정되었습니다.,
957,executive,"경영의,관리의",957,executive,She was promoted to an executive position within the company.,그녀는 회사 내에서 임원직으로 승진했습니다.,
958,dedication,헌신,958,dedication,The success of the project was due to the team's dedication.,프로젝트의 성공은 팀의 헌신 덕분입니다.,
959,unanimously,"만장일치로
(unanimous 만장일치의)
(anonymously 익명으로, 특색없이)",959,anonymously,The donation was made anonymously.,기부는 익명으로 이루어졌습니다.,
960,progress,"진행, 진척, 진전, 진보하다, 발전하다",960,progress,We've made significant progress on the project.,우리는 프로젝트에서 상당한 진전을 이루었습니다.,
961,congratulate,축하하다,961,congratulate,I would like to congratulate you on your promotion.,승진을 축하드립니다.,
962,dismiss,"해임하다, 해고하다",962,dismiss,The manager decided to dismiss the employee for misconduct.,관리자는 직원을 불량행위로 해고하기로 결정했습니다.,
963,independence,독립성,963,independence,The country gained independence from colonial rule.,그 나라는 식민지 통치로부터 독립을 얻었습니다.,
964,participation,"참여, 참가, 가입",964,participation,Active participation is essential for the success of the event.,활발한 참여가 행사의 성공에 중요합니다.,
965,praise,칭찬,965,praise,The teacher praised the student for his excellent performance.,선생님은 학생의 훌륭한 성적에 대해 칭찬했습니다.,
966,accomplishment,"성과,업적",966,accomplishment,Graduating from college was her greatest accomplishment.,대학을 졸업하는 것이 그녀의 가장 큰 성취였습니다.,
967,deliberation,"토의, 심의, 숙고
(deliberate 고의의, 숙고하다)",967,deliberation,"After much deliberation, they finally reached a decision.","많은 고민 끝에, 그들은 마침내 결정을 내렸습니다.",
968,leadership,"리더십, 지도력",968,leadership,Strong leadership is necessary to guide the team.,팀을 이끄는 데 강력한 리더십이 필요합니다.,
969,retire,"퇴직하다, 은퇴하다",969,retire,He decided to retire after working for the company for 30 years.,그는 회사에서 30년간 일한 뒤 은퇴하기로 결정했습니다.,
970,nomination,"임명, 지명",970,nomination,Her nomination for the award was well-deserved.,그녀의 상 수상 후보 지명은 충분히 자격이 있었습니다.,
971,reorganize,"재편성하다, 재조직하다
(recognize 인식하다)
(organize 조직하다)",971,reorganize,The company plans to reorganize its management structure.,회사는 경영 구조를 재조직할 계획입니다.,
972,serve,"근무하다, 일하다",972,serve,He has served as the company's CEO for over a decade.,그는 회사의 CEO로 10년 이상 재직해 왔습니다.,
973,encouragement,격려,973,encouragement,His words of encouragement motivated me to keep going.,그의 격려의 말이 나를 격려하여 계속 나아가게 했습니다.,
974,resignation,"사임, 사직, 사직서",974,resignation,The manager accepted his resignation with regret.,관리자는 그의 사직을 유감으로 받아들였습니다.,
975,strictly,엄격히,975,strictly,The rules must be followed strictly.,규칙은 엄격히 따라야 합니다.,
976,congestion,"(교통의)체증, 혼잡
(congest 혼잡하게 하다)",976,congestion,Traffic congestion is a common problem in big cities.,교통 체증은 대도시에서 흔한 문제입니다.,
977,alleviate,완화하다,977,alleviate,The new medicine helps alleviate pain.,새로운 약은 통증을 완화하는 데 도움이 됩니다.,
978,divert,"우회시키다, 다른 곳으로 돌리다",978,divert,The river was diverted to prevent flooding.,강물이 홍수를 방지하기 위해 우회되었습니다.,
979,detour,우회,979,detour,We had to take a detour because of the road closure.,도로 폐쇄로 인해 우회로를 타야 했습니다.,
980,fuel,연료,980,fuel,Renewable energy sources can help reduce our dependence on fossil fuels.,재생 가능한 에너지원은 화석 연료에 대한 의존을 줄일 수 있습니다.,
981,malfunction,"오작동, 기능불량",981,malfunction,The malfunction of the equipment caused a delay in production.,장비의 고장으로 생산이 지연되었습니다.,
982,permit,"허락하다, 허가증",982,permit,The permit allows them to build a new factory.,허가서로 인해 그들은 새로운 공장을 건설할 수 있습니다.,
983,transportation,"교통(수단), 운송 수단",983,transportation,Public transportation is more environmentally friendly than driving cars.,대중 교통은 차량 운전보다 환경 친화적입니다.,
984,opportunity,기회,984,opportunity,Don't miss out on this opportunity to learn new skills.,새로운 기술을 배울 수 있는 이 기회를 놓치지 마세요.,
985,clearly,명확히,985,clearly,The instructions were clearly explained.,지시 사항이 분명히 설명되었습니다.,
986,ongoing,계속 진행 중인,986,ongoing,The investigation into the matter is still ongoing.,그 문제에 대한 조사는 아직 진행 중입니다.,
987,detailed,상세한,987,detailed,The report provides a detailed analysis of the situation.,보고서는 상황에 대한 상세한 분석을 제공합니다.,
988,alternative,"대안, 대체, 다른, 대신의",988,alternative,We need to consider alternative solutions to the problem.,문제에 대한 대안적인 해결책을 고려해야 합니다.,
989,obtain,"획득하다, 얻다",989,obtain,It's not easy to obtain a visa.,비자를 획득하는 것은 쉽지 않습니다.,
990,designated,지정된,990,designated,This area is designated for parking.,이 지역은 주차용으로 지정되었습니다.,
991,intersection,"교차로, 교차지점",991,intersection,There was an accident at the intersection.,교차로에서 사고가 발생했습니다.,
992,equip,"갖추다, 설비하다",992,equip,The kitchen is equipped with modern appliances.,주방에는 최신 가전제품이 설치되어 있습니다.,
993,commute,통근하다,993,commute,Many people commute to work by train.,많은 사람들이 기차로 출퇴근합니다.,
994,downtown,"시내에서, 도심지로",994,downtown,Let's go downtown and explore the shops.,시내로 가서 가게를 탐험해 봅시다.,
995,automotive,자동차의,995,automotive,He works in the automotive industry.,그는 자동차 산업에서 일합니다.,
996,closure,폐쇄,996,closure,The closure of the factory left many people unemployed.,공장 폐쇄로 많은 사람들이 실직했습니다.,
997,vehicle,"차량, 운송 수단",997,vehicle,The police stopped the vehicle for speeding.,경찰이 차량을 속도 위반으로 멈췄습니다.,
998,platform,승강장,998,platform,We waited for the train on the platform.,우리는 플랫폼에서 기차를 기다렸습니다.,
999,official,"공무원, 관리, 공식적인",999,official,The official announcement will be made tomorrow.,공식 발표는 내일 이루어질 예정입니다.,
1000,transit,"교통, 수송, 통과하다",1000,transit,The city invested in improving public transit.,도시는 대중교통 개선을 위해 투자했습니다.,
1001,fare,교통요금,1001,fare,The fare for the bus has increased.,버스 요금이 인상되었습니다.,
1002,expense,"비용, 지출",1002,expense,We need to reduce our expenses.,우리는 비용을 줄여야 합니다.,
1003,trust,"신뢰, 신임, 믿다, 신뢰하다",1003,trust,Trust is essential in any relationship.,신뢰는 어떤 관계에서도 중요합니다.,
1004,head,"(~의 방향으로)나아가다, 향하게 하다",1004,head,We're heading in the right direction.,우리는 올바른 방향으로 향하고 있습니다.,
1005,drive,"(차 등을)운전하다, 타고가다, 조종하다",1005,drive,She learned how to drive last year.,그녀는 작년에 운전하는 법을 배웠습니다.,
1006,fine,벌금,1006,fine,He had to pay a fine for speeding.,그는 속도 위반으로 벌금을 내야 했습니다.,
1007,pass,"지나가다, 통과하다",1007,pass,Please let me pass.,제가 지나가게 해주세요.,
1008,securely,"(매듭 등이)단단하게, 튼튼하게",1008,securely,Make sure to tie the rope securely.,로프를 튼튼하게 매 주세요.,
1009,prominently,"눈에 잘 띄게, 두드러지게
(prominent 눈에 띄는)",1009,prominently,The sign was prominently displayed.,표지판이 눈에 잘 띄게 배치되어 있었습니다.,
1010,reserved,"예약된, 예약한; 지정된",1010,reserved,The seats are reserved for VIP guests.,좌석은 VIP 손님을 위해 예약되어 있습니다.,
1011,average,"평균치, 평균",1011,average,The average temperature in July is 25 degrees Celsius.,7월의 평균 온도는 섭씨 25도입니다.,
1012,collision,충돌,1012,collision,The collision caused severe damage.,충돌로 심각한 피해가 발생했습니다.,
1013,tow,견인하다,1013,tow,The car was towed to the nearest garage.,차가 가장 가까운 차고로 견인되었습니다.,
1014,reverse,"뒤의, 반대의",1014,reverse,Please reverse the car and park it.,차를 후진해서 주차해주세요.,
1015,obstruct,"(전망 등을)가리다, 차단하다;
(도로 등을)막다
(obstruction 장애물, 방해물)",1015,obstruct,The fallen tree obstructed the road.,넘어진 나무가 길을 막았습니다.,
1016,delinquent,"(세금 등이)연체된, 미불의",1016,delinquent,The delinquent payment led to penalties.,연체된 지불로 벌금이 부과되었습니다.,
1017,overdue,"(지불,반납 등의)기한이 지난, 지불 기한이 넘은",1017,overdue,The library books are overdue.,도서관 책들이 기한을 넘었습니다.,
1018,regrettably,유감스럽게도,1018,regrettably,"Regrettably, I won't be able to attend the meeting.","유감스럽게도, 회의에 참석할 수 없을 것입니다.",
1019,balance,"잔고, 차감 잔액",1019,balance,Please check your account balance.,계좌 잔액을 확인해 주세요.,
1020,deposit,"입금하다, 예금하다",1020,deposit,You can make a deposit at the ATM.,ATM에서 예금을 입금할 수 있습니다.,
1021,investigation,"조사 (investigate 연구하다, 조사하다)",1021,investigation,The police conducted an investigation into the crime.,경찰은 그 범죄에 대한 조사를 실시했습니다.,
1022,account,계좌; 설명; 고려,1022,account,I need to check my bank account balance.,은행 계좌 잔고를 확인해야 합니다.,
1023,statement,"명세서, 성명서",1023,statement,Please provide a statement of your income.,소득 명세서를 제출해 주세요.,
1024,amount,"액수, 양",1024,amount,The total amount due is $500.,총 금액은 500달러입니다.,
1025,withdrawal,(예금의)인출,1025,withdrawal,I made a withdrawal from the ATM.,ATM에서 인출을 했습니다.,
1026,previously,이전에,1026,previously,Have you met him previously?,그를 이전에 만나본 적이 있나요?,
1027,due,"만기가 된, 지불 기일이 된;
(금전 등이)~에게 마땅히 지급되어야 할",1027,due,The rent is due at the end of the month.,임대료는 달의 끝에 납부해야 합니다.,
1028,receive,"받다, 수취하다",1028,receive,I received a letter from my friend.,친구로부터 편지를 받았습니다.,
1029,expect,"예상하다, 기대하다",1029,expect,We expect the delivery by tomorrow.,우리는 내일까지 배송을 기대합니다.,
1030,certificate,"증명서, 증서",1030,certificate,She received a certificate of achievement.,그녀는 성취증을 받았습니다.,
1031,document,"서류, 문서",1031,document,Please bring all necessary documents.,필요한 모든 서류를 가져와 주세요.,
1032,spending,소비; 지출,1032,spending,I need to review my monthly spending.,월간 지출 내역을 검토해야 합니다.,
1033,successfully,성공적으로,1033,successfully,The project was completed successfully.,프로젝트가 성공적으로 완료되었습니다.,
1034,bill,"~에게 청구서를 보내다, 청구서, 계산서",1034,bill,Please settle your phone bill by the due date.,당신의 전화 요금은 만기일까지 정산해 주세요.,
1035,pleasure,"즐거움, 기쁜, 영광",1035,pleasure,It's a pleasure to meet you.,당신을 만나서 기쁩니다.,
1036,study,연구,1036,study,I need to focus on my study now.,지금은 공부에 집중해야 합니다.,
1037,summary,"요약, 개요
(emphasize 강조하다)",1037,summary,Here's a summary of the meeting.,회의 개요를 보여 드리겠습니다.,
1038,temporary,임시의,1038,temporary,This is just a temporary solution.,이것은 일시적인 해결책에 불과합니다.,
1039,lower,"(양,가격을)줄이다",1039,lower,"Can you lower the volume, please?",볼륨을 낮춰 주실 수 있나요?,
1040,transaction,"거래, 업무",1040,transaction,The bank sent a notification for the transaction.,은행에서 거래 내역을 통지했습니다.,
1041,double,두배로 만들다,1041,double,The company doubled its revenue last year.,그 회사는 작년에 수익을 두 배로 늘렸습니다.,
1042,identification,"신분증, 신분 증명서",1042,identification,You need to show your identification at the entrance.,입구에서 신분증을 제시해야 합니다.,
1043,dissatisfaction,"불만, 불평",1043,dissatisfaction,There was dissatisfaction among the employees.,직원들 사이에 불만이 있었습니다.,
1044,in common,"공통으로, 공동으로",1044,in common,They have a lot in common.,그들은 많은 공통점이 있습니다.,
1045,interest,관심; 권리; 이자,1045,interest,His interest in music led him to become a musician.,음악에 대한 관심이 그를 음악가로 이끌었습니다.,
1046,reject,"거절하다, 거부하다",1046,reject,They rejected our proposal.,그들은 우리의 제안을 거부했습니다.,
1047,relation,관계,1047,relation,There is a close relation between diet and health.,식이와 건강 사이에는 밀접한 관계가 있습니다.,
1048,tentatively,"임시로, 시험적으로
(tentative 시험적인, 임시의, 가설)",1048,tentatively,We've tentatively scheduled the meeting for next week.,우리는 다음 주에 회의 일정을 임시로 잡았습니다.,
1049,alternatively,"그렇지 않으면, 그 대신에",1049,alternatively,"You can use public transportation, alternatively.",대안으로 대중교통을 이용할 수 있습니다.,
1050,attentive,"주의 깊은, 세심한",1050,attentive,He's very attentive to details.,그는 세부사항에 주의 깊습니다.,
1051,convert,"전환하다, 변환하다",1051,convert,They plan to convert the basement into a gym.,그들은 지하실을 체육관으로 변환할 계획이다.,
1052,heavily,"몹시, 심하게",1052,heavily,It rained heavily all night.,하루 종일 많이 비가 내렸다.,
1053,loan,"대출, 대출금",1053,loan,She took out a loan to buy a car.,그녀는 차를 사기 위해 대출을 받았습니다.,
1054,unexpected,예기치 않은,1054,unexpected,His sudden resignation was unexpected.,그의 갑작스런 사퇴는 예상하지 못한 일이었습니다.,
1055,cash,현금으로 바꾸다,1055,cash,Do you have enough cash for the trip?,여행에 필요한 현금이 충분한가요?,
1056,mortgage,(담보)대출,1056,mortgage,They applied for a mortgage to buy a house.,그들은 집을 사기 위해 모기지를 신청했습니다.,
1057,payable,지불해야 하는,1057,payable,The bill is payable upon receipt.,이 청구서는 영수증에 따라 지불 가능합니다.,
1058,personal,개인의,1058,personal,It's my personal opinion.,이것은 제 개인적인 의견입니다.,
1059,investment,"투자, 투자금",1059,investment,Real estate can be a good investment.,부동산은 좋은 투자가 될 수 있습니다.,
1060,incrative,"수익성 있는, 돈벌이가 되는
(profit, earning, gainings 이익)
(income 수입, 소득)",1060,incrative,This investment is highly incrative.,이 투자는 매우 수익성이 높습니다.,
1061,inherently,"본질적으로
(inherent 본래 갖추어져 있는, 고유의)",1061,inherently,Cats are inherently independent animals.,고양이는 본질적으로 독립적인 동물입니다.,
1062,secure,"확보하다, 얻어 내다;
안전하게 지키다, 고정시키다",1062,secure,The guard helped secure the premises.,경비원이 건물을 안전하게 지켜 주었습니다.,
1063,foreseeable,"예견할 수 있는
(oversee 감독하다)
(overseas 외국의)",1063,foreseeable,This was a foreseeable outcome.,이것은 예견할 수 있는 결과였습니다.,
1064,innate,타고난,1064,innate,Humans have an innate desire for companionship.,인간은 동반자에 대한 본능적인 욕구가 있습니다.,
1065,property,재산,1065,property,She inherited a large property from her grandparents.,그녀는 할아버지와 할머니로부터 큰 재산을 상속받았습니다.,
1066,on behalf of,~을 대신해서,1066,on behalf of,I'm speaking on behalf of the entire team.,저는 전 팀을 대표하여 말씀드리고 있습니다.,
1067,lease,임대차(계약),1067,lease,They signed a lease for the apartment.,그들은 아파트 임대 계약을 서명했습니다.,
1068,sponsor,"후원하다, 후원자",1068,sponsor,The company decided to sponsor the event.,그 회사는 그 이벤트를 후원하기로 결정했습니다.,
1069,propose,제안하다,1069,propose,He's going to propose to his girlfriend.,그는 여자친구에게 프러포즈할 예정입니다.,
1070,support,"후원, 원조, 지지, 지원하다,
후원하다; 살게하다,
(생명, 기력 등을)유지하다",1070,support,The community rallied to support the cause.,지역 사회는 그 목적을 지원하기 위해 모였습니다.,
1071,distributuion,"분배, 배급",1071,distribution,The distribution of food was organized by volunteers.,음식의 분배는 자원봉사자들에 의해 조직되었습니다.,
1072,consider,고려하다,1072,consider,We need to consider all options.,우리는 모든 옵션을 고려해야 합니다.,
1073,nearly,"거의, 대략",1073,nearly,The project is nearly complete.,그 프로젝트는 거의 완료되었습니다.,
1074,consent,"동의, 허락, 동의하다
(consentaneous일치하는)",1074,consent,She gave her consent to the proposal.,그녀는 그 제안에 동의했습니다.,
1075,gratitude,"고마움, 감사",1075,gratitude,She expressed her gratitude for the help.,그녀는 도움에 대한 감사를 표현했습니다.,
1076,consult,"상의하다, 상담하다",1076,consult,I'll consult with my lawyer before signing.,계약서에 서명하기 전에 변호사와 상의하겠습니다.,
1077,advice,"조언, 충고",1077,advice,Can you give me some advice on investing?,투자에 관한 조언 좀 해 줄 수 있나요?,
1078,partially,"부분적으로, 일부분은",1078,partially,The project was only partially completed.,그 프로젝트는 일부만 완료되었습니다.,
1079,evident,"분명한, 명백한,",1079,evident,The truth became evident over time.,진실은 시간이 흐르면서 명백해졌습니다.,
1080,reliability,"신뢰도, 믿음직함",1080,reliability,The reliability of the source is questionable.,그 출처의 신뢰성은 의심스럽습니다.,
1081,cautious,"조심하는, 신중한",1081,cautious,Be cautious when crossing the street.,거리를 건널 때 조심하세요.,
1082,insight,"식견, 통찰력",1082,insight,Her insight into the issue was impressive.,그녀의 문제에 대한 통찰력은 인상적이었습니다.,
1083,portfolio,"포트폴리오, 투자 자산 구성",1083,portfolio,He presented his portfolio during the interview.,그는 면접 때 자신의 포트폴리오를 제시했습니다.,
1084,possible,"가능한, 있음직한",1084,possible,Anything is possible if you put your mind to it.,마음을 합쳐 무엇이든 가능합니다.,
1085,speculation,"추측
(speculate, suppose, guess, infer 추측하다)",1085,speculation,There's a lot of speculation about the company's future.,그 회사의 미래에 대한 많은 추측이 있습니다.,
1086,solely,"오로지, 혼자서, 전적으로",1086,solely,The decision was solely his.,그 결정은 완전히 그의 것이었습니다.,
1087,entrepreneur,사업가,1087,entrepreneur,Steve Jobs was a famous entrepreneur.,스티브 잡스는 유명한 사업가였습니다.,
1088,eventually,"결국, 마침내",1088,retrieve,He tried to retrieve the lost files.,그는 분실된 파일을 되찾으려고 시도했습니다.,
1089,shareholder,주주,1089,reconcile,They managed to reconcile their differences.,그들은 자신들의 차이를 조화시키는 데 성공했습니다.,
1090,outlook,전망,1090,maintain,It's important to maintain good hygiene.,좋은 위생 상태를 유지하는 것이 중요합니다.,
1091,stability,"안정, 안정성",1091,oversee,She was hired to oversee the project.,그녀는 그 프로젝트를 감독하기 위해 고용되었습니다.,
1092,bond,채권,1092,proficient,He's proficient in three languages.,그는 세 가지 언어에 능숙합니다.,
1093,depreciation,"가치 하락, 화폐의 구매력 저하
(depreciate : ~의 가치를 떨어뜨리다, 가치가 떨어지다)",1093,acquire,He hopes to acquire new skills.,그는 새로운 기술을 습득하길 희망합니다.,
1094,increasing,증가하는,1094,assess,We need to assess the situation carefully.,우리는 상황을 주의 깊게 평가해야 합니다.,
1095,prevalent,"유행하고 있는, 널리 퍼진
(prevalence 보급, 유행)",1095,crucial,Time management is crucial for success.,시간 관리는 성공에 매우 중요합니다.,
1096,rapid,"빠른, 신속한",1096,rapid,The company experienced rapid growth.,그 회사는 급속한 성장을 경험했습니다.,
1097,unprecedented,"전례 없는
(precedented 전례가 있는)",1097,unprecedented,The discovery was unprecedented in the field.,그 발견은 그 분야에서 전례 없었습니다.,
1098,yield,"(이윤을) 가져오다, 산출하다",1098,yield,The investment yielded high returns.,그 투자는 높은 수익을 냈습니다.,
1099,furnished,가구가 비치된,1099,furnished,The apartment comes furnished.,그 아파트는 가구가 비치되어 있습니다.,
1100,residence,"거주지, 주택",1100,residence,She lives in a luxurious residence.,그녀는 호화로운 주택에 살고 있습니다.,
1101,spacious,(공간이)넓은,1101,spacious,The living room is spacious and bright.,거실은 넓고 밝습니다.,
1102,drape,(방 등을 커튼 등으로)장식하다,1102,drape,She used elegant drapes to decorate the room.,그녀는 우아한 커튼으로 방을 장식했습니다.,
1103,unoccupied,"(집 등이)비어 있는, 사람이 살지 않는
(occupy 차지하다, 점유하다)",1103,unoccupied,The house remained unoccupied for years.,그 집은 수년 동안 사람이 살지 않은 상태로 유지되었습니다.,
1104,renovation,"수리, 개조",1104,renovation,The renovation of the old building was completed.,오래된 건물의 개조가 완료되었습니다.,
1105,appropriate,"적당한, 적합한(appropriately 적합하게)",1105,appropriate,Is this dress appropriate for the occasion?,이 드레스는 이 자리에 적당한가요?,
1106,delay,"연기하다, ~을 뒤로 미루다",1106,delay,There was a delay in the delivery.,배달이 지연되었습니다.,
1107,community,"지역 사회, 공동체",1107,community,He's actively involved in his community.,그는 지역 사회에 적극적으로 참여하고 있습니다.,
1108,construction,"건설, 건축",1108,construction,The construction of the bridge began last month.,다리의 건설이 지난 달에 시작되었습니다.,
1109,repair,수리하다,1109,repair,We need to repair the roof before winter.,겨울이 오기 전에 지붕을 수리해야 합니다.,
1110,currently,현재,1110,currently,"Currently, she works as a freelance writer.",현재 그녀는 프리랜서 작가로 일하고 있습니다.,
1111,regularly,정기적으로,1111,regularly,He exercises regularly to stay fit.,그는 건강을 유지하기 위해 규칙적으로 운동합니다.,
1112,arrange,"배열하다, 정돈하다",1112,arrange,Let's arrange a meeting for next week.,다음 주에 회의를 정해 봅시다.,
1113,location,"장소, 위치",1113,location,The location of the new store is perfect.,새로운 가게의 위치가 완벽합니다.,
1114,restore,"복구하다, 회복시키다
(recovery 회복, recover되찾다, 회복하다)",1114,restore,They plan to restore the old house.,그들은 오래된 집을 복원할 계획입니다.,
